#, Name, Team, G, Att, Yds, Yds/Att, TD, FUM, 2PM, Rush YPG,Division,,,,
1,Boone Schaier,W-B,11,71,396,5.6,9,0,0,36,5,,,,
8,Kaden Plumley,RV,8,50,387,7.7,4,0,0,48.4,5,,,,
8,Jackson Menzel,LCL,10,67,382,5.7,3,0,2,38.2,5,,,,
25,Tysen Teal,NWERN,7,38,381,10,4,2,0,54.4,5,,,,
28,Mason Schaefer,KIEL,9,53,376,7.1,2,0,0,41.8,5,,,,
5,Andrew Schmidt,BA,10,55,372,6.8,5,6,0,37.2,5,,,,
6,Jett Rogowski,W-B,10,34,366,10.8,4,1,0,36.6,5,,,,
34,AJ Anderson,SPOON,10,74,363,4.9,5,0,0,36.3,5,,,,
7,Michael Gunter,W-B,8,52,362,7,2,0,0,45.2,5,,,,
21,Keagan Miller,OMRO,6,88,358,4.1,5,0,0,59.7,5,,,,
7,Jordan Dieck,BA,10,33,356,10.8,1,0,0,35.6,5,,,,
9,Charlie DePagter,OOSTB,7,75,354,4.7,3,1,0,50.6,5,,,,
17,Jake Lagrander,S-B,11,49,347,7.1,5,0,0,31.5,5,,,,
7,Caleb Wrensch,STRATF,13,56,344,6.1,4,0,0,26.5,5,,,,
45,Drew Kieffer,SWTRN,8,44,344,7.8,3,2,2,43,5,,,,
4,Caeden Steuerwald,OOSTB,7,78,342,4.4,5,1,0,48.9,5,,,,
31,Chase Heeg,COLBY,9,49,341,7,5,1,0,37.9,5,,,,
7,Boden Teal,NWERN,6,39,340,8.7,4,0,2,56.7,5,,,,
30,Colton Hagner,LACO,9,54,338,6.3,2,0,0,37.6,5,,,,
20,Gavin Kiley,LCL,9,34,334,9.8,5,0,0,37.1,5,,,,
4,Hayden Cousin,BRILL,10,55,312,5.7,5,1,0,31.2,5,,,,
2,Alex Williams,S-B,11,68,302,4.4,1,2,3,27.5,5,,,,
1,Jack Holzmann,SMS,6,13,296,22.8,5,0,0,49.3,5,,,,
12,Lincoln Korth,CVILLE,9,100,287,2.9,3,0,2,31.9,5,,,,
20,Logan Dorn,S-B,11,45,281,6.2,1,1,0,25.5,5,,,,
9,Dante Glendenning,DARL,9,42,279,6.6,6,1,1,31,5,,,,
9,Omar Jimenez,G-E-T,6,44,272,6.2,5,0,1,45.3,5,,,,
19,Brody Wilson,WRIGH,10,43,270,6.3,2,0,0,27,5,,,,
9,Grant Paulus,COLFAX,8,72,269,3.7,1,3,0,33.6,5,,,,
28,Kaden Colwell,WRIGH,13,37,268,7.2,6,0,1,20.6,5,,,,
5,Colton Orth,COLBY,6,51,268,5.3,2,0,0,44.7,5,,,,
4,Cooper Atkinson,CLINT,7,65,264,4.1,2,1,0,37.7,5,,,,
11,Tiegan Sarazin,TOMAHK,5,49,263,5.4,1,0,0,52.6,5,,,,
6,Glendon Thompson,BARRON,9,97,260,2.7,3,2,1,28.9,5,,,,
8,Jerek Valley,SDOOR,9,64,257,4,1,1,0,28.6,5,,,,
1,Parker Rhude,ELKM,8,67,256,3.8,5,1,4,32,5,,,,
4,Daniel Buntin,WRIGH,13,41,244,6,9,1,0,18.8,5,,,,
0,Brady Abitz,WAUTO,9,72,243,3.4,1,0,0,27,5,,,,
27,Parker Muellenbach,WLA,8,52,241,4.6,2,1,1,30.1,5,,,,
40,Elijah Dolan,WLP,4,35,241,6.9,0,0,0,60.2,5,,,,
40,Tyler VanGoethem,KEWAU,9,49,240,4.9,2,0,0,26.7,5,,,,
26,Brennen Kleist,BRILL,4,21,238,11.3,3,1,1,59.5,5,,,,
7,Bryce Plzak,STBAY,8,24,233,9.7,0,0,2,29.1,5,,,,
2,Caleb Plzak,STBAY,9,83,231,2.8,4,2,0,25.7,5,,,,
1,Wyatt Powers,OMRO,9,71,221,3.1,1,1,0,24.6,5,,,,
32,Chase Thibodeau,BRILL,4,34,208,6.1,2,0,0,52,5,,,,
10,Taylor Schaumberg,LOMIRA,14,262,2149,8.2,30,0,1,153.5,6,,,,
26,Ian Burkman,GBURG,14,259,1965,7.6,33,0,0,140.4,6,,,,
23,Cruz Palubicki,CRAND,10,204,1768,8.7,22,1,9,176.8,6,,,,
23,Ira Hilbelink,CG-B,12,232,1450,6.2,17,3,0,120.8,6,,,,
23,Cullen Kramer,FCREEK,10,179,1216,6.8,8,0,1,121.6,6,,,,
9,Logan Young,PARD,10,131,1126,8.6,17,3,1,112.6,6,,,,
3,Cole Peterson,CAMER,10,181,1118,6.2,15,2,1,111.8,6,,,,
28,Logan Derke,BELL,13,184,1067,5.8,12,1,1,82.1,6,,,,
24,Kolton Peters,COLE,12,123,1048,8.5,17,1,2,87.3,6,,,,
30,Colton Weiler,AUB,10,148,1030,7,16,0,0,103,6,,,,
12,Vance Hathaway,POYN,10,172,986,5.7,8,1,0,98.6,6,,,,
3,Evrett Tait,REGIS,11,128,979,7.6,13,0,5,89,6,,,,
5,Christian Fuentes,ABB,11,105,973,9.3,10,1,0,88.5,6,,,,
10,Dawson Lind,W-F,10,130,962,7.4,10,2,2,96.2,6,,,,
2,Willson Jones,PE,7,115,949,8.3,11,1,3,135.6,6,,,,
8,Micah Kuchta,COLE,12,123,927,7.5,15,0,1,77.2,6,,,,
30,West Bieber,COLE,12,155,926,6,12,2,0,77.2,6,,,,
1,Kameron Zielke,W-F,10,123,912,7.4,17,3,2,91.2,6,,,,
28,Nolan Hanke,LANC,7,144,889,6.2,9,2,0,127,6,,,,
22,Austin Fischer,VALDER,9,182,852,4.7,12,0,3,94.7,6,,,,
9,Hunter Sandberg,MONDO,9,92,790,8.6,9,1,2,87.8,6,,,,
24,James Holler,HG,8,156,784,5,8,0,0,98,6,,,,
17,Colin Fischer,BOND,12,137,772,5.6,9,0,3,64.3,6,,,,
23,Noah Schroeder,AUG,9,209,771,3.7,4,3,0,85.7,6,,,,
11,Reid Acherman,MPOINT,8,159,771,4.8,14,2,2,96.4,6,,,,
25,Landon Bryant,LUTHER,11,111,754,6.8,14,0,2,68.5,6,,,,
1,Max Timpel,MARSHL,9,81,746,9.2,10,1,0,82.9,6,,,,
17,Elijah Potaracke,LUTHER,11,123,743,6,10,1,0,67.5,6,,,,
4,Jackson Goebel,LOMIRA,14,116,742,6.4,11,2,0,53,6,,,,
1,Irvin Aguilera,ABB,11,118,734,6.2,9,0,0,66.7,6,,,,
22,Devin Brown,WESTBY,8,113,707,6.3,14,1,0,88.4,6,,,,
10,Nash Krcmar,NEKOO,9,106,705,6.7,8,1,0,78.3,6,,,,
3,Bode Falkner,MONDO,11,93,688,7.4,12,0,1,62.5,6,,,,
11,Treston Eckstein,MARK,7,133,685,5.2,9,0,0,97.9,6,,,,
35,Deegan Bubolz,RVILLE,10,124,683,5.5,4,4,0,68.3,6,,,,
5,Parker Maney,RVILLE,9,130,666,5.1,6,0,1,74,6,,,,
30,Parker Mullen,BSMS,9,113,652,5.8,9,0,0,72.4,6,,,,
33,Ethan Westrate,FCREEK,9,76,639,8.4,8,0,7,71,6,,,,
10,Aiden Goehring,MARK,9,121,600,5,3,0,0,66.7,6,,,,
33,Fin Krcmar,NEKOO,8,95,596,6.3,5,1,0,74.5,6,,,,
24,Jack Luedtke,LOMIRA,14,73,596,8.2,14,0,0,42.6,6,,,,
0,Andy Loeffelholz,CUBA,6,87,589,6.8,11,1,0,98.2,6,,,,
14,Aiden Becker,CH-WY,9,160,580,3.6,11,0,1,64.4,6,,,,
22,Brennan Keyes,BELL,12,143,578,4,9,2,0,48.2,6,,,,
31,Owain Nelles,CAMBR,10,77,576,7.5,8,2,12,57.6,6,,,,
25,Devan Turk,FALLR,8,119,572,4.8,1,0,0,71.5,6,,,,
8,Nolan Wolf,LANC,12,122,569,4.7,8,4,0,47.4,6,,,,
9,Benjamin Backus,MISHC,7,113,568,5,7,0,1,81.1,6,,,,
7,Ty Dennee,CRAND,9,78,548,7,1,2,4,60.9,6,,,,
2,Chase Boller,ABB,11,77,548,7.1,4,0,0,49.8,6,,,,
21,Austin Rideout,REGIS,11,70,545,7.8,6,0,0,49.5,6,,,,
3,Nathan Van Wyhe,AUB,11,69,543,7.9,6,0,0,49.4,6,,,,
26,Ashton Whitehorse,PARD,10,101,536,5.3,4,1,0,53.6,6,,,,
5,Blake Raab,AUB,9,81,530,6.5,9,2,0,58.9,6,,,,
38,Ben Ugorji,WLOO,7,94,522,5.6,5,1,0,74.6,6,,,,
32,Brody Tarbox,REGIS,9,82,518,6.3,8,0,0,57.6,6,,,,
44,Jaxon Tuchalski,FALLR,7,98,505,5.2,3,1,2,72.1,6,,,,
1,Chayden Berghammer,CUMB,9,77,483,6.3,6,0,0,53.7,6,,,,
32,Carter Heike,MONDO,11,86,475,5.5,9,1,3,43.2,6,,,,
20,Mason McNett,P/A,5,74,471,6.4,5,2,5,94.2,6,,,,
36,Kamden Baye,MANLUT,9,101,468,4.6,3,3,0,52,6,,,,
45,Bowe Meyer,MARSHL,8,102,450,4.4,5,1,1,56.2,6,,,,
23,Jax Vogel,MISHC,10,98,428,4.4,1,0,1,42.8,6,,,,
21,Ethan Griffin,CUBA,10,78,410,5.3,1,2,0,41,6,,,,
1,Cade Johnson,BOND,13,69,407,5.9,8,0,1,31.3,6,,,,
1,Jack Ross,UNITY,7,62,406,6.5,4,2,1,58,6,,,,
24,Roen Carey,MPOINT,9,67,400,6,1,0,0,44.4,6,,,,
6,Peyton Hale,LANC,10,60,392,6.5,5,3,0,39.2,6,,,,
22,Brody Miess,RIVERD,9,106,382,3.6,2,0,0,42.4,6,,,,
12,Tristan Kostreva,COLE,11,41,374,9.1,5,0,1,34,6,,,,
21,Carter Moesch,BOND,11,56,374,6.7,5,0,0,34,6,,,,
2,Warren Bowe,CADOTT,5,80,371,4.6,2,1,0,74.2,6,,,,
6,Porter Bauer,MONDO,6,66,369,5.6,8,0,8,61.5,6,,,,
2,Brexden Kane,CRAND,10,68,367,5.4,7,2,1,36.7,6,,,,
33,Brett Johnson,PE,9,70,366,5.2,2,2,0,40.7,6,,,,
5,Nick Reddington,BSMS,9,82,360,4.4,4,0,2,40,6,,,,
11,Jayden Geier,WESTBY,10,85,353,4.2,3,0,1,35.3,6,,,,
9,Carter Soltis,LADYS,9,89,352,4,3,0,2,39.1,6,,,,
45,Caleb Smith,PARK,4,34,340,10,4,0,0,85,6,,,,
9,True Thurs,MRTHN,5,82,338,4.1,9,0,1,67.6,6,,,,
42,Bradley Rowe,CUBA,9,64,327,5.1,8,1,0,36.3,6,,,,
85,Ryan Westrich,BOND,12,46,324,7,8,0,0,27,6,,,,
97,Joseph Mitchell,WESTF,8,60,315,5.2,2,0,1,39.4,6,,,,
30,Jacob Bertling,NEKOO,5,51,304,6,5,0,0,60.8,6,,,,
3,Owen Hoogesteger,NEKOO,7,43,296,6.9,3,0,0,42.3,6,,,,
2,Reece Kelley,FENN,8,67,295,4.4,2,2,0,36.9,6,,,,
4,Emilio Escalera,ABB,9,43,293,6.8,1,0,0,32.6,6,,,,
5,Jack Schmeling,LUTHER,10,56,291,5.2,1,1,0,29.1,6,,,,
2,Bryce Odash,CAMER,8,56,278,5,2,1,2,34.8,6,,,,
13,Sam Berruecos,WESTF,10,73,268,3.7,3,2,1,26.8,6,,,,
14,Patrick Paque,MANA,10,74,264,3.6,2,0,0,26.4,6,,,,
16,Benton VandeBerg,MARK,9,43,263,6.1,2,0,0,29.2,6,,,,
24,Jesus Reyes,ABB,9,39,257,6.6,3,0,1,28.6,6,,,,
8,Dane Lozier,GBURG,11,28,255,9.1,2,0,0,23.2,6,,,,
24,Payton Storck,RLO,8,81,251,3.1,2,2,0,31.4,6,,,,
3,Daxter Schultz,GBURG,11,35,248,7.1,3,0,0,22.5,6,,,,
21,Gus Pranckus,FCREEK,10,36,247,6.9,4,1,0,24.7,6,,,,
2,Henry Flyte,WESTF,9,45,246,5.5,2,0,1,27.3,6,,,,
23,Dylan Hillsberg,BOND,9,51,245,4.8,2,1,1,27.2,6,,,,
3,Joe Grabowski,RLO,6,41,241,5.9,1,1,0,40.2,6,,,,
14,Ryker Swenson,BELL,10,46,241,5.2,3,0,0,24.1,6,,,,
3,Jackson Kendall,LUTHER,9,52,239,4.6,0,0,0,26.6,6,,,,
11,Carter Pettit,MARSHL,8,39,238,6.1,5,0,0,29.8,6,,,,
5,Payton Merrida,UNITY,4,30,236,7.9,3,0,0,59,6,,,,
35,Gunnar Barth,NEILS,6,60,234,3.9,3,0,0,39,6,,,,
30,Max Loomis,HG,4,33,230,7,2,0,0,57.5,6,,,,
2,Ashton Meister,POYN,10,77,229,3,4,4,0,22.9,6,,,,
22,Derrick Gideo,CUMB,8,70,228,3.3,1,3,0,28.5,6,,,,
44,Isaiah Santiago,BSMS,9,57,224,3.9,1,0,0,24.9,6,,,,
24,Noah Hamley,CH-WY,7,63,222,3.5,0,0,0,31.7,6,,,,
19,Aiden Livingston,LUTHER,7,32,218,6.8,1,0,0,31.1,6,,,,
13,Billy Navis,CG-B,3,28,214,7.6,2,2,0,71.3,6,,,,
7,Jamison Wickersham,PARD,8,20,212,10.6,4,1,0,26.5,6,,,,
14,Justin Thelen,NEKOO,3,27,206,7.6,5,0,0,68.7,6,,,,
22,James Chamberlain,CH-WY,7,59,205,3.5,2,0,0,29.3,6,,,,
22,Carter Whiteside,REGIS,11,35,203,5.8,2,0,0,18.5,6,,,,
6,Owen Weisenberger,REGIS,11,59,197,3.3,5,0,0,17.9,6,,,,
7,Madden Crubel,FENN,9,37,196,5.3,2,1,0,21.8,6,,,,
4,Zach Bjorklund,WESTBY,7,28,194,6.9,0,0,0,27.7,6,,,,
44,Elias Mikunda,LADYS,8,57,192,3.4,1,4,0,24,6,,,,
23,Carter Drews,C-F,11,221,1830,8.3,27,3,19,166.4,7,,,,
